incident_id,client_id,asset_id,threat_id,detected_datetime,resolved_datetime,status,priority,detection_source,assigned_analyst_id,records_affected,description
INC00552,CLI0454,AST00299,THR0544,2025-03-03 08:50:27.823977,2025-03-13 05:50:27.823977,Resolved,P3,EDR,ANL0093,206398,Relationship against two newspaper put student mission about.
INC00553,CLI0042,AST01227,THR0537,2024-10-08 04:51:57.675002,2024-10-09 13:51:57.675002,In Progress,P1,Threat Intel Feed,ANL0074,249392,Out argue dinner born indeed interview need mention single like strong.
INC00554,CLI0338,AST00497,THR0341,2024-10-02 11:42:39.541207,2024-10-03 20:42:39.541207,Reopened,P3,siem,ANL0117,206398,Quality these open write edge make building cup.
INC00555,CLI0132,AST01128,,2025-03-04 05:01:02.826162,,Closed,P1,IDS/IPS,ANL0089,249392,American there nice black total consider expert address.
INC00556,CLI0026,AST01380,THR0476,2025-12-09 16:11:19.711756,2025-12-17 22:11:19.711756,Resolved,P1,User Report,ANL0114,131376,Hand goal term matter address prepare protect fall sometimes career then who class.
INC00557,CLI0413,AST01222,THR0327,2026-02-21 18:41:09.134622,,Open,P4,Pen Test,ANL0079,365886,One smile his protect him good lay huge line home kind.
INC00558,CLI0285,AST00383,THR0001,2025-11-10 08:11:51.929518,,Open,P1,Threat Intel Feed,ANL0040,249392,Join real early sure trial half.
INC00559,CLI0440,AST00031,THR0050,2025-12-28 12:01:42.623499,2026-01-03 09:01:42.623499,Closed,P2,siem,ANL0096,232811,Become area break image fear certain authority.
INC00560,CLI0085,AST00818,THR0455,2025-06-15 13:38:05.991575,2025-06-25 11:38:05.991575,Resolved,P1,Unknown,,249392,Design hair without western possible short.
INC00561,CLI0060,AST00287,THR0021,2026-04-12 20:25:41.714028,2026-04-17 23:55:41.714028,Resolved,P1,Firewall Log,ANL0102,249392,Example deep security both Mrs develop carry my.
INC00562,CLI0309,AST00942,THR0511,2025-01-29 14:20:18.399580,,Open,P1,Threat Intel Feed,ANL0062,390042,Detail act tree school over special.
INC00563,CLI0257,AST00357,THR0525,2026-02-14 07:59:08.433872,,Open,P3,EDR,ANL0033,161383,Teach another big treatment help rest shake research writer recognize.
INC00564,CLI0339,AST00701,THR0408,2025-04-21 00:08:15.765789,,Open,P4,Threat Intel Feed,ANL0008,201417,Discuss test pass form finally before about admit budget.
INC00565,CLI0511,AST01154,THR0016,2026-01-06 14:55:52.851318,2026-01-11 18:25:52.851318,Resolved,P1,User Report,ANL0055,249392,Inside shoulder choice measure space skin talk business line necessary fly share.
INC00566,CLI0148,AST01271,THR0299,2026-03-22 23:42:58.934282,2026-04-01 22:42:58.934282,In Progress,P3,Unknown,ANL0036,206398,National baby last manage southern care or.
INC00567,CLI0232,AST00095,THR0144,2026-01-09 13:27:25.825441,2026-01-13 18:27:25.825441,In Progress,P4,Firewall Log,ANL0076,498743,Media game employee heavy voice animal provide out claim same affect fast.
INC00568,CLI0143,AST01699,THR0310,2025-01-29 12:18:07.450449,,Resolved,P1,Firewall Log,ANL0092,358873,Sign institution leg center group kid agree data step less.
INC00569,CLI0181,AST01843,THR0215,2025-03-20 20:50:15.992082,2025-03-29 18:50:15.992082,Resolved,P2,Firewall Log,ANL0009,112957,Senior lose yet sell loss reveal describe main fill.
INC00570,CLI0237,AST01201,THR0047,2024-12-13 10:25:58.978894,,Open,P2,Firewall Log,,256436,Simply thousand fast authority feeling suggest.
INC00571,CLI0050,AST00218,THR0250,2025-11-27 04:06:06.690321,2025-12-03 19:06:06.690321,Resolved,P1,siem,ANL0016,1080,Himself class common employee seem rate idea challenge.
INC00572,CLI0023,AST00377,THR0350,2025-05-25 00:54:09.692566,2025-05-29 01:54:09.692566,Resolved,P3,IDS/IPS,ANL0072,206398,Might feel animal indicate economy act present help deal long attack strong deal.
INC00573,CLI0066,AST01053,THR0363,2025-03-03 18:39:42.066290,2025-03-07 02:39:42.066290,Resolved,P1,Firewall Log,ANL0074,249392,Whom husband individual catch page design more reveal structure parent image public air.
INC00574,CLI0223,AST00280,THR0085,2025-01-07 23:36:13.328855,2025-01-13 03:06:13.328855,Resolved,P1,EDR,ANL0097,249392,Year option do arm free have dog accept small reach want page.
INC00575,CLI0295,AST01716,THR0014,2024-10-13 10:53:24.898375,,Open,P2,EDR,ANL0116,256436,Officer score whatever force table investment either across.
INC00576,CLI0431,AST01458,THR0060,2024-11-16 19:57:18.182689,2024-11-21 23:27:18.182689,Resolved,P1,Firewall Log,,301727,In around list other leg represent general city sure only.
INC00577,CLI0089,AST01683,THR0329,2026-03-21 20:09:02.072093,,In Progress,P1,SIEM,ANL0063,249392,Story money chair Congress decide I study lay deal.
INC00578,CLI0117,AST00801,THR0561,2024-08-12 06:00:42.956742,2024-08-17 00:00:42.956742,Resolved,P1,siem,ANL0053,175793,Compare poor lot blood avoid let he thought.
INC00579,CLI0139,AST00310,THR0498,2025-05-06 19:38:00.994169,2025-05-10 15:38:00.994169,In Progress,P2,IDS/IPS,ANL0133,256436,Why blood clearly single citizen third head.
INC00580,CLI0377,AST00849,THR0510,2025-01-26 18:13:54.146481,,Reopened,P2,Threat Intel Feed,ANL0011,256436,Identify network allow compare billion interesting official debate task condition ahead conference including.
INC00581,CLI0251,AST00929,THR0252,2026-06-01 17:42:34.244210,2026-06-07 11:42:34.244210,Closed,P1,EDR,ANL0067,249392,Some add you three continue however many back institution agent author let thought.
INC00582,CLI0515,AST01744,THR0214,2024-07-13 19:19:30.796778,,In Progress,P4,Unknown,ANL0128,229205,South ball under knowledge sing thousand rate walk.
INC00583,CLI0074,AST01808,THR0216,2025-01-28 09:46:06.470563,2025-01-29 21:46:06.470563,In Progress,P1,Threat Intel Feed,ANL0008,249392,Decade including learn effect evidence officer table television.
INC00584,CLI0362,AST00336,THR0403,2025-05-17 12:21:05.371644,2025-05-22 09:21:05.371644,Closed,P3,EDR,ANL0125,206398,Everything kitchen without trouble accept develop none scientist series foot article thing past.
INC00585,CLI0324,AST00708,THR0255,2025-09-20 06:54:13.284165,2025-09-25 03:54:13.284165,Resolved,P3,IDS/IPS,ANL0106,206398,Foot recognize despite painting camera red yard manage must beautiful thus brother hold.
INC00586,CLI0452,AST01048,THR0437,2025-03-10 22:32:49.981512,,Open,P1,SIEM,ANL0036,165099,Fear significant stage arrive store responsibility.
INC00587,CLI0424,AST01185,THR0582,2025-05-26 06:36:19.609522,,In Progress,P2,SIEM,ANL0033,256436,Station law coach popular green day majority perhaps phone health.
INC00588,CLI0428,AST01457,THR0237,2025-05-26 08:01:35.887862,2025-06-02 20:01:35.887862,Resolved,P1,User Report,ANL0069,454281,Media national feeling able security year.
INC00589,CLI0075,AST00269,THR0309,2026-01-01 03:09:07.596598,,Open,P2,Firewall Log,ANL0075,256436,College nation professor two north success.
INC00590,CLI0473,AST01127,THR0007,2024-11-02 03:39:51.375898,2024-11-08 00:39:51.375898,Resolved,P2,Pen Test,ANL0134,256436,Coach sign tough since war think.
INC00591,CLI0054,AST00940,,2024-12-20 16:26:43.985537,2024-12-27 05:26:43.985537,In Progress,P3,siem,ANL0037,405888,Evidence my trial once community church.
INC00592,CLI0198,AST00911,THR0160,2026-05-29 20:14:15.334770,,Open,P1,IDS/IPS,ANL0114,249392,Deal according cold group American special town south general.
INC00593,CLI0202,AST00834,THR0144,2026-06-10 18:07:28.310391,2026-06-15 21:37:28.310391,Closed,P1,EDR,,72518,Peace role writer exist someone raise almost.
INC00594,CLI0028,AST01683,THR0051,2026-03-16 11:29:23.719725,,Reopened,P2,IDS/IPS,ANL0140,106713,Mean never night reason decade create simply cover class sure hour clear interview.
INC00595,CLI0218,AST00867,THR0591,2024-07-04 23:28:05.930679,2024-07-13 10:28:05.930679,Resolved,P4,EDR,ANL0098,229205,Ago nor science yourself discover call whole especially establish class often know.
INC00596,CLI0260,AST01243,THR0446,2025-02-28 04:26:58.850049,2025-03-06 14:26:58.850049,Open,P1,Pen Test,ANL0072,249392,Hotel traditional particularly pass week brother drug market cup loss finally he civil.
INC00597,CLI0054,AST00233,THR0150,2026-04-22 19:19:11.497691,2026-04-26 18:19:11.497691,Closed,P3,SIEM,ANL0001,40603,Consider simple environmental behavior data large performance someone one Congress.
INC00598,CLI0340,AST00598,THR0487,2025-05-21 17:29:24.566754,2025-05-31 08:29:24.566754,Open,P2,Unknown,ANL0010,256436,Between head reveal campaign interest week list character.
INC00599,CLI0070,AST00126,THR0279,2026-03-14 19:42:29.437407,2026-03-19 23:12:29.437407,Resolved,P1,Pen Test,ANL0055,249392,Truth edge bill town red three international large short ago number citizen score mouth.
INC00600,CLI0196,AST01070,THR0106,2025-01-11 21:06:25.996939,2025-01-18 19:06:25.996939,Resolved,P3,siem,ANL0130,26182,Establish course relate artist reality team great.
INC00601,CLI0044,AST01279,THR0106,2025-02-16 19:55:38.231350,2025-02-21 16:55:38.231350,Resolved,P3,siem,ANL0116,206398,Decide sign beyond policy federal program any surface magazine.
INC00602,CLI0037,AST00187,THR0039,2025-09-04 14:31:43.561809,2025-09-09 13:31:43.561809,Resolved,P1,Unknown,ANL0053,249392,End painting camera realize edge capital wife.
INC00603,CLI0106,AST00893,THR0375,2025-07-01 04:22:57.686229,2025-07-06 07:52:57.686229,Resolved,P1,EDR,ANL0121,249392,Remain effect something focus use social opportunity save wide.
INC00604,CLI0450,AST00730,THR0534,2025-02-05 15:58:35.890451,2025-02-07 18:58:35.890451,Resolved,P1,siem,ANL0083,453423,Low among manage him off which thing serious open worry involve believe.
INC00605,CLI0341,AST01099,THR0195,2026-03-29 02:37:31.465062,2026-04-04 23:37:31.465062,Open,P4,Pen Test,ANL0039,229205,Coach level myself face item arm.
INC00606,CLI0253,AST00747,THR0254,2025-07-14 08:46:23.435898,2025-07-20 16:46:23.435898,Reopened,P2,IDS/IPS,ANL0037,256436,Size grow month court school commercial simple record report local identify commercial.
INC00607,CLI0494,AST00687,THR0069,2025-12-21 23:47:31.800462,2025-12-27 12:47:31.800462,Resolved,P4,Unknown,ANL0054,2254,Huge by once collection figure describe sister themselves say.
INC00608,CLI0007,AST00311,THR0350,2024-08-27 05:42:09.343961,2024-09-01 18:42:09.343961,Resolved,P4,IDS/IPS,ANL0057,229205,Hot new common thank across blood contain role professional player collection third feel.
INC00609,CLI0072,AST01307,THR0063,2024-11-02 09:43:47.989964,,Reopened,P4,EDR,ANL0002,229205,Country set thing position before watch society early event explain of.
INC00610,CLI0479,AST01676,THR0008,2025-09-06 14:35:57.664462,2025-09-11 18:05:57.664462,Resolved,P1,SIEM,ANL0058,249392,Painting pretty hour story kitchen care.
INC00611,CLI0171,AST00991,THR0481,2025-04-16 18:50:28.626074,2025-04-24 18:50:28.626074,In Progress,P1,Threat Intel Feed,ANL0033,249392,Truth through stock apply oil involve continue local expect.
INC00612,CLI0493,AST01337,THR0400,2024-07-28 10:09:14.301565,2024-08-05 18:09:14.301565,Open,P4,EDR,ANL0013,433733,Pass anyone set offer early several much concern.
INC00613,CLI0286,AST00289,THR0298,2024-10-24 19:11:13.504612,2024-11-03 07:11:13.504612,Open,P1,siem,ANL0115,246232,Behavior wear develop system reason information again more left probably fly.
INC00614,CLI0438,AST00247,THR0597,2025-01-20 22:37:09.075957,,Open,P1,IDS/IPS,ANL0103,249392,Type security store area wish that hospital.
INC00615,CLI0417,AST00607,THR0387,2024-12-06 05:10:54.140315,2024-12-08 18:10:54.140315,Reopened,P3,SIEM,,206398,Require government address for leg customer interest know international chair development born.
INC00616,CLI0156,AST00331,THR0289,2026-06-17 18:39:40.118273,,Open,P2,siem,ANL0047,66681,Skill boy poor society else Republican whole federal.
INC00617,CLI0078,AST01557,THR0014,2026-05-16 09:10:52.138971,2026-05-21 12:40:52.138971,Resolved,P1,User Report,ANL0030,249392,Home everybody stage break see least less.
INC00618,CLI0118,AST00170,THR0337,2025-10-23 16:52:07.857136,,In Progress,P1,EDR,ANL0039,219707,Model live inside truth all teach decade economy factor perhaps.
INC00619,CLI0032,AST01033,,2024-08-01 13:27:58.187896,2024-08-07 13:27:58.187896,Reopened,P4,Pen Test,ANL0053,229205,They speak list teach beyond nearly after beautiful suffer.
INC00620,CLI0296,AST01040,THR0212,2025-09-25 09:10:31.260558,2025-10-04 22:10:31.260558,Resolved,P1,Threat Intel Feed,ANL0121,298914,Country feel consumer think expert despite film sign back many despite generation sit.
INC00621,CLI0259,AST00788,THR0518,2026-02-01 05:52:33.390840,,Reopened,P1,User Report,ANL0006,459588,Station occur large set action grow fall movie seat her set individual.
INC00622,CLI0094,AST01014,THR0418,2025-08-18 11:14:38.662445,2025-08-20 01:14:38.662445,Reopened,P4,Unknown,ANL0043,229205,Read common middle safe entire present without about fund.
INC00623,CLI0132,AST00595,,2025-06-30 13:19:50.655343,2025-07-07 22:19:50.655343,Open,P1,IDS/IPS,ANL0023,249392,Personal fine score environmental before risk doctor sister owner structure.
INC00624,CLI0387,AST01618,,2024-07-23 10:17:44.031149,,Open,P1,Pen Test,ANL0037,259788,Local back public anyone major positive improve behind.
INC00625,CLI0411,AST01335,THR0059,2024-12-08 22:45:20.365135,2024-12-16 09:45:20.365135,Closed,P3,IDS/IPS,ANL0056,206398,What mission every lead how heart my later prepare task there eight.
INC00626,CLI0206,AST01663,,2025-04-28 04:11:29.195098,2025-04-28 19:11:29.195098,Open,P1,User Report,,249392,Capital theory sense identify under top site happy father really mind.
INC00627,CLI0117,AST01490,,2026-02-16 02:34:10.888428,2026-02-25 05:34:10.888428,Resolved,P1,User Report,ANL0072,249392,Number voice chance little receive officer body since final American lawyer subject no.
INC00628,CLI0185,AST01280,THR0236,2024-07-14 14:44:01.333695,,Reopened,P1,User Report,ANL0107,222663,Guy send into front already relationship know trip option.
INC00629,CLI0249,AST01578,THR0175,2024-12-26 03:03:52.041515,2025-01-02 00:03:52.041515,In Progress,P2,Firewall Log,ANL0110,272584,How popular program against identify red.
INC00630,CLI0358,AST01748,THR0586,2026-04-09 02:35:47.230775,2026-04-14 06:05:47.230775,Resolved,P1,Pen Test,ANL0057,38613,Nature career same inside thousand little off.
INC00631,CLI0038,AST00715,THR0218,2025-01-21 02:31:23.547014,2025-01-29 00:31:23.547014,Open,P1,IDS/IPS,ANL0052,249392,Pass side laugh positive issue design service.
INC00632,CLI0516,AST00595,THR0097,2025-11-05 16:14:09.854312,2025-11-10 19:44:09.854312,Resolved,P1,IDS/IPS,ANL0122,249392,Hit seem of daughter quite college.
INC00633,CLI0365,AST01327,,2025-07-10 21:52:58.603821,2025-07-16 10:52:58.603821,Resolved,P4,EDR,ANL0123,208733,Than mean loss hundred score fire yes follow against provide few catch stock.
INC00634,CLI0222,AST00838,THR0443,2025-11-18 23:35:58.587358,,Open,P1,IDS/IPS,ANL0042,249392,Energy task institution record back ten.
INC00635,CLI0177,AST01213,THR0436,2025-11-10 10:54:48.225476,2025-11-15 04:54:48.225476,Closed,P4,IDS/IPS,ANL0102,229205,Ahead hospital cost article attorney several official while to address court.
INC00636,CLI0174,AST00384,THR0551,2026-02-11 01:44:37.844583,,Reopened,P1,User Report,ANL0138,55664,Concern student stuff bag yet staff us make no industry follow third daughter.
INC00637,CLI0332,AST00700,THR0492,2026-02-07 04:47:50.458126,2026-02-12 17:47:50.458126,Resolved,P4,Threat Intel Feed,,439670,Bed scene two move state final energy if factor air responsibility.
INC00638,CLI0379,AST01520,THR0325,2025-09-04 15:54:31.127825,,In Progress,P1,Threat Intel Feed,ANL0113,249392,Win beautiful side whatever few writer own affect executive.
INC00639,CLI0338,AST00989,THR0193,2026-01-16 20:57:27.204080,2026-01-25 15:57:27.204080,Open,P4,Pen Test,ANL0137,229205,Without last yes out as future Mrs couple happy you most when even.
INC00640,CLI0083,AST01328,THR0316,2025-08-13 18:53:18.193376,2025-08-14 05:53:18.193376,Open,P1,SIEM,ANL0048,249392,Score everyone skill speech recently situation really state away right born likely.
INC00641,CLI0186,AST01071,THR0575,2026-03-19 22:10:19.417032,2026-03-25 01:40:19.417032,Resolved,P1,User Report,ANL0037,309146,Hit heavy political professional question gas.
INC00642,CLI0019,AST00253,THR0154,2025-10-13 23:49:50.987782,2025-10-14 03:49:50.987782,Resolved,P1,SIEM,ANL0044,299693,Tell serve TV bill practice education sign TV probably top pressure behavior ability.
INC00643,CLI0412,AST01355,THR0353,2026-05-16 23:03:04.312128,2026-05-18 22:03:04.312128,Closed,P2,IDS/IPS,ANL0031,256436,Boy approach out choose piece amount.
INC00644,CLI0017,AST00788,THR0043,2026-04-03 09:21:02.299273,,Resolved,P1,User Report,,249392,All pick all political term teacher lawyer I.
INC00645,CLI0177,AST00789,THR0434,2025-07-20 21:16:25.256326,,Open,P2,siem,ANL0074,256436,Watch nearly prepare side strategy successful for water produce affect challenge medical often.
INC00646,CLI0335,AST01014,THR0095,2025-03-04 05:33:43.276975,,Reopened,P4,Pen Test,ANL0127,134066,Contain positive place become industry able view rate rest this his body son.
INC00647,CLI0390,AST01112,THR0214,2025-04-22 08:49:39.169262,,Open,P2,Threat Intel Feed,ANL0017,256436,Administration almost card admit person lead player.
INC00648,CLI0440,AST01836,THR0550,2026-02-07 07:59:06.913215,2026-02-12 11:29:06.913215,Closed,P1,Threat Intel Feed,ANL0076,249392,Create top enough especially for organization picture contain education your quite.
INC00649,CLI0235,AST01355,THR0362,2026-03-30 21:21:53.667336,2026-04-04 11:21:53.667336,Resolved,P4,User Report,ANL0101,229205,Ball action second specific us central.
