asset_id,client_id,asset_type,operating_system,criticality,ip_address,deployed_date,last_patch_date
AST01543,CLI0109,mobile device,Windows 10,High,10.255.121.154,2023-05-03,2026-03-11
AST01544,CLI0415,Server,Windows 11,High,172.18.131.246,2025-01-07,2025-11-02
AST01545,CLI0394,mobile device,Windows Server 2019,Critical,10.189.6.169,2023-09-17,2025-12-11
AST01546,CLI0412,router,Windows Server 2019,High,172.21.85.227,2024-12-28,2025-11-28
AST01547,CLI0119,Server,CentOS 7,Medium,10.145.89.185,2024-09-19,
AST01548,CLI0344,Server,RHEL 8,Low,192.168.63.58,2022-11-18,
AST01549,CLI0393,workstation,Windows 11,Low,192.168.81.119,2025-07-24,2026-06-22
AST01550,CLI0265,database,Unknown,High,192.168.111.125,2024-03-01,
AST01551,CLI0446,Server,CentOS 7,High,Unknown,2023-12-12,
AST01552,CLI0472,iot device,Windows Server 2019,Medium,192.168.162.179,2024-07-02,
AST01553,CLI0436,iot device,Ubuntu 20.04,High,172.30.216.98,2023-08-22,2025-08-25
AST01554,CLI0274,firewall,Ubuntu 20.04,High,10.1.181.111,2024-08-16,
AST01555,CLI0333,cloud instance,Windows Server 2019,Medium,10.50.87.103,2024-01-11,2026-06-20
AST01556,CLI0038,Server,macOS Sonoma,Medium,172.16.237.231,2024-12-20,2026-02-10
AST01557,CLI0097,firewall,Windows 11,High,10.209.74.253,2026-04-11,
AST01558,CLI0354,mobile device,Unknown,Medium,192.168.46.147,2026-04-20,2026-02-04
AST01559,CLI0470,Server,Windows 10,High,192.168.98.213,2025-11-23,2025-08-27
AST01560,CLI0104,router,Unknown,High,10.102.74.66,2023-10-14,2026-05-22
AST01561,CLI0310,router,macOS Sonoma,Low,10.235.27.85,2023-06-23,2026-06-26
AST01562,CLI0264,workstation,macOS Sonoma,Low,10.56.233.155,2025-09-16,2026-05-14
AST01563,CLI0268,cloud instance,Unknown,Medium,10.35.194.93,2022-07-10,2025-07-10
AST01564,CLI0051,iot device,Unknown,Critical,192.168.197.72,2022-10-10,
AST01565,CLI0282,firewall,Ubuntu 20.04,Medium,192.168.12.37,2024-03-31,2025-07-20
AST01566,CLI0409,firewall,Ubuntu 20.04,High,Unknown,2025-09-27,2026-04-28
AST01567,CLI0020,router,Windows 11,High,10.225.77.175,2024-03-17,2025-08-21
AST01568,CLI0326,workstation,Ubuntu 22.04,Medium,Unknown,2023-07-18,
AST01569,CLI0227,workstation,Unknown,High,10.187.161.60,2024-02-23,2026-05-29
AST01570,CLI0472,Server,macOS Sonoma,High,172.19.27.167,2023-10-25,2025-12-13
AST01571,CLI0399,mobile device,Unknown,Low,192.168.125.77,2025-07-09,
AST01572,CLI0355,mobile device,Windows 11,Critical,172.24.64.229,2024-10-07,
AST01573,CLI0216,Server,Windows 11,High,10.13.72.18,2023-05-18,
AST01574,CLI0034,Server,Windows 10,High,172.21.16.208,2024-10-06,
AST01575,CLI0086,database,Unknown,High,192.168.65.209,2023-01-30,
AST01576,CLI0463,mobile device,Windows Server 2019,Medium,192.168.108.94,2024-10-29,2025-08-22
AST01577,CLI0361,Server,macOS Sonoma,Critical,172.28.252.173,2024-05-26,2026-05-24
AST01578,CLI0291,Server,CentOS 7,Medium,192.168.160.235,2024-08-02,2026-06-02
AST01579,CLI0135,router,Unknown,High,192.168.246.207,2023-03-13,
AST01580,CLI0224,database,Windows 10,Medium,10.158.93.167,2023-04-27,2025-08-22
AST01581,CLI0411,Server,macOS Sonoma,High,192.168.100.213,2023-12-02,
AST01582,CLI0286,iot device,RHEL 8,High,10.116.237.21,2025-06-17,2025-07-11
AST01583,CLI0326,Server,Unknown,Medium,192.168.168.182,2024-07-10,
AST01584,CLI0507,mobile device,Ubuntu 20.04,High,192.168.40.173,2026-05-17,2025-07-19
AST01585,CLI0182,router,Ubuntu 20.04,Low,10.93.136.215,2025-04-02,
AST01586,CLI0476,firewall,Windows 10,Critical,192.168.90.216,2022-08-27,
AST01587,CLI0429,router,Ubuntu 22.04,High,Unknown,2022-11-10,2025-09-06
AST01588,CLI0142,Server,Unknown,Medium,10.67.221.116,2024-08-01,2025-09-20
AST01589,CLI0419,Server,RHEL 8,Medium,192.168.244.94,2024-05-08,2026-04-10
AST01590,CLI0484,workstation,RHEL 8,Low,172.18.86.118,2023-04-12,2025-07-29
AST01591,CLI0399,Server,Unknown,High,10.110.19.175,2024-11-20,2025-10-16
AST01592,CLI0469,iot device,Ubuntu 22.04,Medium,172.19.145.154,2025-05-16,2026-02-19
AST01593,CLI0205,iot device,Windows 11,High,192.168.233.154,2026-06-18,2025-09-29
AST01594,CLI0212,Server,CentOS 7,Critical,172.21.166.38,2023-10-23,2025-10-10
AST01595,CLI0455,database,Windows 11,Critical,192.168.127.127,2023-11-10,2026-03-04
AST01596,CLI0340,firewall,Ubuntu 22.04,Critical,192.168.93.70,2024-06-11,2025-10-23
AST01597,CLI0008,Server,macOS Sonoma,High,172.21.184.176,2022-10-03,
AST01598,CLI0395,workstation,macOS Sonoma,High,172.21.216.80,2023-04-08,2025-09-21
AST01599,CLI0124,Server,Unknown,High,Unknown,2023-09-21,
AST01600,CLI0062,cloud instance,macOS Sonoma,High,172.25.154.26,2026-03-16,2025-09-13
AST01601,CLI0373,router,Unknown,High,172.28.173.255,2025-08-21,
AST01602,CLI0128,workstation,Windows 11,High,10.242.146.169,2025-02-08,2026-04-10
AST01603,CLI0115,firewall,RHEL 8,Critical,172.24.105.79,2024-05-19,2026-05-08
AST01604,CLI0249,mobile device,Ubuntu 22.04,High,10.181.54.199,2025-10-23,2025-10-19
AST01605,CLI0076,mobile device,CentOS 7,High,192.168.213.145,2022-07-08,
AST01606,CLI0351,cloud instance,CentOS 7,High,172.20.122.79,2026-05-24,2025-07-06
AST01607,CLI0265,Server,Ubuntu 20.04,Medium,Unknown,2025-04-24,2025-09-13
AST01608,CLI0152,Server,Ubuntu 20.04,Low,172.16.193.250,2023-10-13,
AST01609,CLI0372,cloud instance,Ubuntu 20.04,High,192.168.110.17,2024-12-18,2025-10-07
AST01610,CLI0313,mobile device,CentOS 7,High,10.166.165.182,2025-05-21,2026-02-01
AST01611,CLI0132,firewall,Unknown,High,10.199.182.86,2025-03-30,
AST01612,CLI0234,Server,Ubuntu 22.04,Medium,172.28.0.39,2022-09-24,2025-11-01
AST01613,CLI0013,cloud instance,RHEL 8,High,192.168.145.135,2022-12-09,2026-03-30
AST01614,CLI0416,mobile device,Unknown,Medium,172.29.61.170,2025-10-16,2026-01-30
AST01615,CLI0160,Server,Unknown,High,192.168.45.15,2024-03-31,
AST01616,CLI0497,firewall,Unknown,Critical,192.168.149.52,2025-04-02,
AST01617,CLI0015,workstation,RHEL 8,Medium,192.168.160.191,2026-04-28,2025-11-08
AST01618,CLI0154,cloud instance,Unknown,High,192.168.94.71,2023-10-12,2025-09-20
AST01619,CLI0202,iot device,CentOS 7,Critical,10.132.159.8,2023-07-08,2025-07-07
AST01620,CLI0013,Server,Ubuntu 22.04,High,10.218.203.30,2024-01-30,2025-07-16
AST01621,CLI0034,router,Windows 10,High,192.168.191.56,2022-07-23,
AST01622,CLI0082,Server,CentOS 7,Medium,192.168.167.117,2025-08-27,2025-12-26
AST01623,CLI0263,firewall,Ubuntu 22.04,Medium,192.168.38.174,2024-10-02,
AST01624,CLI0182,Server,Unknown,High,192.168.44.234,2024-10-15,2025-12-17
AST01625,CLI0195,workstation,Windows 11,Medium,10.220.165.12,2025-10-06,2025-12-16
AST01626,CLI0234,database,Unknown,High,192.168.169.46,2022-10-14,
AST01627,CLI0101,Server,Windows Server 2019,High,192.168.221.99,2026-01-19,2025-11-22
AST01628,CLI0202,mobile device,Windows 10,Critical,192.168.9.169,2022-07-12,2025-10-24
AST01629,CLI0103,Server,Unknown,Medium,10.167.58.164,2024-08-15,
AST01630,CLI0010,Server,macOS Sonoma,High,192.168.78.34,2023-04-01,2025-10-19
AST01631,CLI0454,database,Unknown,High,10.20.51.33,2025-08-11,
AST01632,CLI0001,cloud instance,macOS Sonoma,Medium,172.23.93.2,2025-02-15,2025-08-27
AST01633,CLI0181,iot device,Unknown,Critical,172.22.243.152,2025-08-01,2026-05-16
AST01634,CLI0307,cloud instance,Unknown,Medium,172.28.0.238,2022-08-06,2026-05-07
AST01635,CLI0516,cloud instance,CentOS 7,Low,10.228.196.151,2024-03-31,2025-09-09
AST01636,CLI0500,Server,RHEL 8,Medium,192.168.47.138,2026-05-16,2025-12-31
AST01637,CLI0184,workstation,macOS Sonoma,High,192.168.107.85,2022-12-22,
AST01638,CLI0351,Server,Windows 11,Medium,192.168.212.139,2023-04-05,2026-06-24
AST01639,CLI0219,cloud instance,Unknown,High,172.19.149.112,2026-04-10,2025-11-15
AST01640,CLI0484,workstation,Ubuntu 20.04,Medium,172.19.51.189,2023-11-30,2026-05-01
AST01641,CLI0159,iot device,Windows 11,Medium,172.25.159.73,2023-05-31,2026-03-12
AST01642,CLI0162,Server,Windows 11,High,172.16.129.215,2026-04-19,
AST01643,CLI0427,cloud instance,Ubuntu 22.04,High,172.23.247.202,2023-03-16,
AST01644,CLI0380,firewall,Ubuntu 20.04,High,10.19.246.154,2022-09-27,2026-05-12
AST01645,CLI0323,mobile device,Ubuntu 20.04,Critical,192.168.212.106,2025-10-14,
AST01646,CLI0006,router,Windows Server 2019,Critical,192.168.92.252,2023-12-15,2026-06-02
AST01647,CLI0468,cloud instance,Windows Server 2019,High,10.156.180.135,2024-02-09,2025-11-12
AST01648,CLI0263,cloud instance,RHEL 8,Low,192.168.13.57,2023-10-27,
AST01649,CLI0334,Server,Unknown,High,10.23.206.198,2024-08-26,2026-04-04
AST01650,CLI0516,mobile device,Ubuntu 20.04,Low,10.7.166.3,2023-11-21,2025-09-18
AST01651,CLI0334,mobile device,Unknown,Critical,10.243.141.142,2024-05-08,2025-11-27
AST01652,CLI0400,mobile device,Ubuntu 22.04,High,172.16.5.233,2023-09-28,2026-05-25
AST01653,CLI0385,Server,Windows 10,Low,10.187.45.168,2026-04-28,
AST01654,CLI0379,mobile device,Ubuntu 20.04,Low,172.22.71.251,2022-12-30,2026-04-19
AST01655,CLI0076,iot device,macOS Sonoma,High,10.42.20.172,2025-06-19,2026-03-18
AST01656,CLI0307,Server,Ubuntu 22.04,Medium,192.168.115.211,2023-07-01,2026-03-23
AST01657,CLI0336,Server,Unknown,High,192.168.136.144,2025-07-14,2025-11-30
AST01658,CLI0299,Server,Windows 11,High,192.168.17.133,2025-06-26,2026-02-15
AST01659,CLI0322,iot device,CentOS 7,High,10.7.85.45,2023-01-24,2025-07-11
AST01660,CLI0329,mobile device,Ubuntu 22.04,Critical,10.5.255.46,2024-10-12,2025-12-23
AST01661,CLI0266,cloud instance,Unknown,High,192.168.207.178,2024-04-20,2025-09-15
AST01662,CLI0123,router,macOS Sonoma,Critical,192.168.143.1,2025-02-11,2026-01-03
AST01663,CLI0062,Server,RHEL 8,Low,10.249.134.157,2025-07-31,2025-12-13
AST01664,CLI0517,iot device,Unknown,Critical,172.24.105.96,2022-09-30,
AST01665,CLI0069,workstation,Unknown,Low,192.168.116.73,2026-05-24,2026-04-28
AST01666,CLI0163,Server,Windows 10,Medium,192.168.177.251,2023-09-21,2026-06-24
AST01667,CLI0196,workstation,macOS Sonoma,High,10.93.127.94,2024-01-31,
AST01668,CLI0156,iot device,Windows 10,Medium,10.113.151.64,2025-08-06,
AST01669,CLI0465,Server,macOS Sonoma,Low,192.168.77.180,2024-09-29,
AST01670,CLI0007,Server,macOS Sonoma,Low,Unknown,2024-08-16,
AST01671,CLI0438,firewall,Ubuntu 20.04,High,192.168.81.71,2022-11-23,2026-02-16
AST01672,CLI0335,Server,CentOS 7,High,192.168.77.217,2024-08-28,2025-12-01
AST01673,CLI0364,Server,Windows 11,Medium,10.205.63.52,2023-09-06,2026-05-24
AST01674,CLI0316,firewall,Windows 10,Low,172.20.91.24,2025-05-19,2025-10-16
AST01675,CLI0131,Server,RHEL 8,Low,192.168.159.138,2023-04-30,
AST01676,CLI0236,database,Ubuntu 22.04,High,10.210.28.189,2023-01-20,
AST01677,CLI0239,database,RHEL 8,Low,10.81.162.131,2025-01-28,
AST01678,CLI0127,router,Windows Server 2019,Critical,172.24.214.198,2023-01-21,2026-03-21
AST01679,CLI0214,router,Windows Server 2019,Critical,192.168.77.190,2023-04-26,2025-08-20
AST01680,CLI0211,router,Unknown,High,172.19.192.219,2024-07-29,2026-01-06
AST01681,CLI0519,Server,Unknown,Low,192.168.224.101,2023-09-09,2025-08-13
AST01682,CLI0124,mobile device,Unknown,High,172.26.236.143,2025-12-29,
AST01683,CLI0426,database,Ubuntu 22.04,Low,172.30.237.199,2024-03-13,
AST01684,CLI0490,cloud instance,Unknown,Low,172.23.48.50,2024-08-01,2025-07-31
AST01685,CLI0008,router,macOS Sonoma,Critical,192.168.123.138,2025-12-21,2026-02-27
AST01686,CLI0364,iot device,Ubuntu 20.04,High,172.19.93.183,2025-12-15,2026-03-21
AST01687,CLI0308,database,Windows 10,High,172.26.133.197,2024-03-04,
AST01688,CLI0483,Server,Ubuntu 20.04,High,10.248.153.216,2023-06-19,
AST01689,CLI0047,firewall,Ubuntu 22.04,Medium,192.168.249.201,2024-09-26,2026-05-01
AST01690,CLI0160,firewall,CentOS 7,High,Unknown,2024-07-27,2025-11-16
AST01691,CLI0215,cloud instance,RHEL 8,Medium,192.168.50.120,2024-10-17,2025-08-10
AST01692,CLI0430,firewall,Windows 11,Medium,172.29.127.160,2025-10-03,2025-07-13
AST01693,CLI0186,iot device,Windows 10,High,192.168.235.230,2024-10-14,
AST01694,CLI0209,cloud instance,macOS Sonoma,High,192.168.221.20,2025-03-03,
AST01695,CLI0329,Server,Windows Server 2019,High,Unknown,2022-08-04,
AST01696,CLI0036,firewall,macOS Sonoma,Low,172.30.156.168,2025-11-22,2026-04-24
AST01697,CLI0174,firewall,Windows 10,Low,172.23.245.91,2023-08-08,2026-04-11
AST01698,CLI0095,router,Windows 10,Low,192.168.134.190,2025-07-26,
AST01699,CLI0426,Server,CentOS 7,Medium,192.168.205.121,2025-07-04,2025-08-30
AST01700,CLI0001,cloud instance,CentOS 7,Critical,172.26.174.48,2023-11-25,
AST01701,CLI0132,iot device,Unknown,High,10.156.150.109,2022-11-24,2026-02-18
AST01702,CLI0099,mobile device,CentOS 7,High,172.21.245.73,2025-07-09,2026-05-08
AST01703,CLI0201,firewall,Ubuntu 22.04,Medium,172.30.2.52,2026-01-28,2026-04-01
AST01704,CLI0231,workstation,Windows 10,High,172.22.18.193,2024-10-27,2026-03-12
AST01705,CLI0108,database,Ubuntu 22.04,High,192.168.91.22,2024-02-01,2025-09-09
AST01706,CLI0309,iot device,CentOS 7,High,10.207.44.151,2025-11-26,2025-10-31
AST01707,CLI0274,firewall,RHEL 8,Critical,172.28.83.227,2022-11-28,2026-06-13
AST01708,CLI0036,router,Windows Server 2019,High,172.18.161.122,2023-10-16,2025-09-19
AST01709,CLI0015,firewall,Windows Server 2019,High,10.140.45.250,2022-08-07,2025-09-19
AST01710,CLI0407,iot device,Windows Server 2019,Medium,10.115.160.86,2024-04-03,
AST01711,CLI0193,Server,macOS Sonoma,Critical,172.16.170.46,2025-12-03,
AST01712,CLI0270,Server,CentOS 7,Low,192.168.98.109,2024-02-22,2026-01-27
AST01713,CLI0346,iot device,Windows 11,High,192.168.198.50,2025-06-25,
AST01714,CLI0468,workstation,RHEL 8,High,172.27.170.26,2026-02-03,2026-06-06
AST01715,CLI0375,router,Windows Server 2019,Medium,172.20.77.195,2023-10-12,2026-04-27
AST01716,CLI0469,workstation,Windows 10,Medium,192.168.49.120,2026-06-02,2026-04-12
AST01717,CLI0356,cloud instance,CentOS 7,Critical,172.19.90.149,2025-09-21,2026-02-05
AST01718,CLI0517,firewall,macOS Sonoma,High,192.168.114.171,2024-05-09,2025-07-18
AST01719,CLI0200,firewall,Ubuntu 22.04,High,Unknown,2024-12-20,2025-12-05
AST01720,CLI0363,Server,Unknown,High,10.229.157.162,2024-09-23,2025-11-03
AST01721,CLI0049,Server,RHEL 8,Medium,192.168.181.117,2022-10-03,2026-01-23
AST01722,CLI0171,iot device,Windows 11,Low,192.168.251.75,2024-03-20,2025-08-16
AST01723,CLI0232,firewall,Unknown,Medium,172.30.119.179,2023-09-25,2026-03-11
AST01724,CLI0286,Server,macOS Sonoma,High,10.208.116.234,2023-01-26,2026-03-05
AST01725,CLI0432,mobile device,CentOS 7,High,172.17.177.240,2025-05-05,
AST01726,CLI0001,workstation,Ubuntu 20.04,High,10.211.209.252,2025-06-01,
AST01727,CLI0214,Server,Unknown,Low,192.168.91.210,2025-11-02,
AST01728,CLI0144,firewall,CentOS 7,High,192.168.45.159,2022-11-14,2025-11-23
AST01729,CLI0401,firewall,macOS Sonoma,Critical,192.168.208.173,2024-01-08,2025-12-19
AST01730,CLI0359,workstation,Ubuntu 22.04,High,10.181.215.33,2023-03-16,
AST01731,CLI0127,Server,Windows 11,Medium,10.205.135.240,2023-04-19,2026-02-20
AST01732,CLI0283,iot device,Windows Server 2019,High,10.48.36.108,2024-08-03,
AST01733,CLI0106,Server,CentOS 7,Medium,192.168.191.13,2022-11-16,
AST01734,CLI0128,Server,Unknown,Critical,10.196.254.105,2023-09-20,2026-01-22
AST01735,CLI0350,cloud instance,Windows Server 2019,Critical,172.21.132.62,2023-04-01,
AST01736,CLI0116,mobile device,macOS Sonoma,Medium,10.49.165.127,2025-12-25,2026-02-03
AST01737,CLI0499,cloud instance,Ubuntu 22.04,Medium,192.168.225.163,2025-04-27,2025-09-01
AST01738,CLI0372,database,CentOS 7,High,10.227.228.254,2022-08-13,
AST01739,CLI0432,Server,Windows 10,High,10.159.146.153,2026-03-27,2026-03-05
AST01740,CLI0283,cloud instance,Unknown,High,192.168.51.14,2024-06-26,
AST01741,CLI0366,workstation,Windows Server 2019,Low,172.28.113.108,2025-08-18,
AST01742,CLI0249,Server,CentOS 7,Medium,10.187.60.46,2023-01-22,2025-12-25
AST01743,CLI0273,workstation,CentOS 7,Medium,172.17.224.63,2026-02-28,2026-04-21
AST01744,CLI0385,Server,Unknown,High,192.168.50.147,2025-11-19,
AST01745,CLI0044,Server,Windows 10,Medium,192.168.201.210,2025-07-09,2025-10-10
AST01746,CLI0101,Server,Windows 10,Low,10.101.101.178,2023-09-01,2026-02-13
AST01747,CLI0370,Server,Unknown,Critical,172.16.195.63,2024-06-16,2025-12-23
AST01748,CLI0041,iot device,CentOS 7,High,172.25.48.177,2025-07-30,2026-01-08
AST01749,CLI0039,router,macOS Sonoma,High,10.45.169.251,2023-09-21,2026-01-30
AST01750,CLI0186,Server,RHEL 8,Low,192.168.160.151,2025-06-14,
AST01751,CLI0030,mobile device,Ubuntu 20.04,High,172.27.65.169,2026-05-08,
AST01752,CLI0361,database,Ubuntu 20.04,Critical,172.21.180.141,2024-07-12,
AST01753,CLI0470,cloud instance,Windows 11,Medium,10.95.20.198,2026-01-23,2025-07-25
AST01754,CLI0330,router,RHEL 8,High,10.7.251.196,2022-09-04,
AST01755,CLI0092,iot device,RHEL 8,Medium,10.2.109.31,2026-02-10,2026-02-25
AST01756,CLI0325,cloud instance,Windows 10,High,172.28.122.48,2025-10-19,
AST01757,CLI0321,Server,CentOS 7,High,10.126.10.104,2024-12-24,
AST01758,CLI0208,cloud instance,CentOS 7,High,192.168.158.150,2023-04-25,
AST01759,CLI0371,firewall,Windows 11,High,Unknown,2023-08-02,2026-03-08
AST01760,CLI0318,Server,Unknown,High,172.22.16.90,2025-10-05,2026-02-03
AST01761,CLI0183,router,Unknown,High,192.168.21.102,2025-04-11,2025-12-10
AST01762,CLI0093,Server,macOS Sonoma,High,10.58.144.16,2022-12-15,2025-12-24
AST01763,CLI0349,Server,RHEL 8,Critical,10.85.177.23,2026-04-08,
AST01764,CLI0107,cloud instance,Unknown,Medium,192.168.146.168,2023-08-19,
AST01765,CLI0231,mobile device,Windows Server 2019,Medium,10.103.125.18,2026-04-18,2025-12-28
AST01766,CLI0281,Server,CentOS 7,Medium,10.18.70.163,2024-05-15,2025-08-08
AST01767,CLI0252,database,CentOS 7,High,172.18.40.36,2023-06-18,2026-02-09
AST01768,CLI0013,cloud instance,Ubuntu 22.04,Low,10.21.4.193,2025-02-22,
AST01769,CLI0450,router,Unknown,Medium,10.22.103.111,2024-10-08,2026-06-11
AST01770,CLI0423,firewall,Unknown,Medium,172.27.52.41,2024-05-05,2025-07-19
AST01771,CLI0397,cloud instance,RHEL 8,High,172.25.86.120,2024-07-07,
AST01772,CLI0380,iot device,Ubuntu 22.04,High,172.30.11.60,2022-08-05,2025-12-07
AST01773,CLI0138,iot device,Ubuntu 22.04,High,192.168.82.123,2023-01-25,2026-06-16
AST01774,CLI0099,Server,CentOS 7,Medium,192.168.8.240,2024-12-19,2026-06-05
AST01775,CLI0234,iot device,Unknown,High,172.19.82.68,2025-03-25,
AST01776,CLI0276,Server,Windows Server 2019,Critical,10.61.65.186,2025-12-03,
AST01777,CLI0447,workstation,Windows 11,Low,192.168.243.238,2026-03-30,2025-10-10
AST01778,CLI0059,iot device,CentOS 7,High,192.168.121.175,2025-03-23,2026-02-08
AST01779,CLI0363,workstation,Ubuntu 20.04,Medium,192.168.78.104,2024-04-23,2025-09-18
AST01780,CLI0029,Server,CentOS 7,Critical,172.21.148.77,2026-05-07,2025-11-18
AST01781,CLI0406,database,CentOS 7,High,10.10.184.69,2024-03-21,2025-07-14
AST01782,CLI0312,iot device,Ubuntu 22.04,Medium,172.23.67.119,2026-06-11,2026-02-13
AST01783,CLI0417,firewall,Unknown,High,10.215.159.191,2026-01-10,2025-12-14
AST01784,CLI0055,iot device,Unknown,Low,172.26.207.68,2023-10-19,2025-11-21
AST01785,CLI0066,Server,macOS Sonoma,High,10.97.198.44,2024-10-07,2026-06-10
AST01786,CLI0255,Server,Windows 11,High,192.168.237.63,2024-09-07,2025-11-25
AST01787,CLI0507,workstation,RHEL 8,Low,192.168.201.32,2023-01-22,
AST01788,CLI0397,router,macOS Sonoma,High,172.29.48.17,2022-09-12,
AST01789,CLI0188,workstation,Ubuntu 20.04,High,10.221.18.196,2023-03-20,
AST01790,CLI0259,mobile device,Windows 10,Medium,172.21.131.208,2023-08-03,2026-03-29
AST01791,CLI0233,iot device,Windows 10,High,10.101.71.81,2023-02-05,2025-10-22
AST01792,CLI0264,Server,Unknown,Low,192.168.249.46,2023-10-04,2026-06-05
AST01793,CLI0383,workstation,Windows 11,Low,192.168.18.19,2025-03-13,2025-07-30
AST01794,CLI0013,Server,RHEL 8,Critical,10.27.2.103,2023-10-27,2026-06-04
AST01795,CLI0384,workstation,Windows 11,Medium,172.20.209.189,2026-04-29,
AST01796,CLI0187,Server,Ubuntu 22.04,High,192.168.228.170,2024-05-24,2025-10-13
AST01797,CLI0159,Server,RHEL 8,Medium,10.81.210.238,2026-02-05,
AST01798,CLI0182,Server,Windows 11,High,192.168.209.193,2023-02-16,2026-01-17
AST01799,CLI0040,Server,Windows 10,High,172.23.251.0,2026-05-26,
AST01800,CLI0111,iot device,Windows 11,Medium,172.17.66.150,2023-01-14,2025-11-15
AST01801,CLI0510,database,Unknown,Medium,10.185.138.108,2026-03-21,
AST01802,CLI0466,Server,macOS Sonoma,High,10.176.10.84,2026-01-13,2026-06-25
AST01803,CLI0068,iot device,Ubuntu 22.04,High,10.153.167.77,2025-03-15,
AST01804,CLI0193,router,Windows Server 2019,High,192.168.164.50,2023-08-31,
AST01805,CLI0102,Server,Windows 10,High,172.31.212.253,2022-07-23,2025-11-28
AST01806,CLI0404,Server,Ubuntu 22.04,High,10.129.99.246,2023-04-06,
AST01807,CLI0203,cloud instance,macOS Sonoma,Critical,10.85.113.140,2022-09-13,2025-09-24
AST01808,CLI0503,Server,CentOS 7,Low,172.26.204.242,2022-08-28,
AST01809,CLI0399,cloud instance,CentOS 7,High,172.26.167.69,2024-09-12,2026-06-22
AST01810,CLI0057,Server,Windows Server 2019,Medium,192.168.9.214,2023-09-15,
AST01811,CLI0178,iot device,Windows Server 2019,Medium,Unknown,2024-01-18,
AST01812,CLI0395,database,RHEL 8,Medium,172.29.149.158,2024-02-14,2026-06-09
AST01813,CLI0445,Server,Unknown,High,192.168.98.196,2024-06-13,
AST01814,CLI0046,database,Windows 10,Critical,192.168.163.33,2025-12-09,2026-05-22
AST01815,CLI0328,workstation,Ubuntu 22.04,Critical,10.54.207.52,2023-06-19,2025-07-22
AST01816,CLI0016,Server,macOS Sonoma,Medium,192.168.44.189,2025-12-12,2025-07-02
AST01817,CLI0298,Server,Ubuntu 22.04,High,172.18.64.147,2023-02-13,
AST01818,CLI0182,router,Ubuntu 22.04,High,172.26.150.188,2025-08-21,
AST01819,CLI0046,firewall,Windows 11,Medium,192.168.41.141,2023-03-28,2025-08-01
AST01820,CLI0265,router,Unknown,High,172.23.117.91,2023-05-03,2025-11-17
AST01821,CLI0318,database,Ubuntu 20.04,Critical,192.168.243.188,2025-10-06,
AST01822,CLI0424,router,Ubuntu 20.04,High,192.168.147.125,2025-06-02,
AST01823,CLI0260,Server,Windows Server 2019,High,172.16.51.184,2022-10-24,2026-06-20
AST01824,CLI0460,firewall,Ubuntu 22.04,Low,192.168.96.241,2025-04-17,2026-03-13
AST01825,CLI0163,mobile device,Windows 10,Medium,10.116.151.33,2023-02-22,2026-02-16
AST01826,CLI0263,router,Ubuntu 20.04,Medium,192.168.146.32,2023-05-14,2025-11-02
AST01827,CLI0268,workstation,Windows 10,Critical,10.128.218.166,2023-08-15,2025-08-27
AST01828,CLI0089,Server,CentOS 7,Medium,172.17.238.212,2024-12-21,2026-04-24
AST01829,CLI0481,mobile device,Windows 10,Low,192.168.45.44,2023-10-08,
AST01830,CLI0189,workstation,Windows 10,Medium,192.168.33.186,2024-10-08,
AST01831,CLI0449,firewall,CentOS 7,Medium,172.31.95.214,2023-12-23,2025-12-25
AST01832,CLI0516,database,Ubuntu 22.04,High,192.168.97.109,2023-05-29,2026-03-08
AST01833,CLI0015,firewall,RHEL 8,High,172.30.197.193,2023-10-16,2026-04-16
AST01834,CLI0359,mobile device,Ubuntu 22.04,High,172.30.220.77,2024-04-20,
AST01835,CLI0157,cloud instance,Unknown,Low,172.20.118.58,2025-08-24,2026-05-13
AST01836,CLI0200,iot device,CentOS 7,Low,10.7.36.121,2024-03-25,2026-04-24
AST01837,CLI0252,Server,Unknown,High,10.94.41.102,2023-05-13,2025-07-04
AST01838,CLI0326,Server,Windows 10,High,172.16.177.155,2024-06-25,2026-04-28
AST01839,CLI0018,Server,Windows 11,High,192.168.97.64,2024-06-09,
AST01840,CLI0040,firewall,Windows 10,High,10.30.152.234,2023-11-28,
AST01841,CLI0004,Server,Windows Server 2019,High,192.168.148.33,2023-01-22,2025-12-26
AST01842,CLI0123,database,Windows Server 2019,Medium,10.6.163.176,2026-04-27,2026-02-15
AST01843,CLI0488,Server,macOS Sonoma,High,172.29.186.88,2024-12-09,
AST01844,CLI0461,database,CentOS 7,Medium,172.20.25.171,2023-12-21,2025-07-22
AST01845,CLI0466,mobile device,Windows 11,Critical,172.23.224.33,2023-05-02,
AST01846,CLI0230,firewall,Ubuntu 20.04,High,172.31.60.237,2025-08-22,
AST01847,CLI0264,firewall,RHEL 8,High,Unknown,2023-10-26,
AST01848,CLI0148,Server,CentOS 7,Critical,172.23.83.94,2025-04-29,2026-04-22
AST01849,CLI0233,router,Windows 11,High,10.240.131.103,2026-01-21,2025-10-21
AST01850,CLI0416,router,macOS Sonoma,Critical,172.26.74.255,2022-10-26,
